"fips","state","age","est_date","population"
42,"PENNSYLVANIA",10,"2020-04-01",152843
42,"PENNSYLVANIA",11,"2020-04-01",156888
42,"PENNSYLVANIA",12,"2020-04-01",161182
42,"PENNSYLVANIA",13,"2020-04-01",160632
42,"PENNSYLVANIA",14,"2020-04-01",158358
42,"PENNSYLVANIA",15,"2020-04-01",158392
42,"PENNSYLVANIA",16,"2020-04-01",161577
42,"PENNSYLVANIA",17,"2020-04-01",160100
44,"RHODE ISLAND",5,"2020-04-01",11522
44,"RHODE ISLAND",6,"2020-04-01",11331
44,"RHODE ISLAND",7,"2020-04-01",11310
44,"RHODE ISLAND",8,"2020-04-01",11518
44,"RHODE ISLAND",9,"2020-04-01",11458
44,"RHODE ISLAND",10,"2020-04-01",11779
44,"RHODE ISLAND",11,"2020-04-01",12014
44,"RHODE ISLAND",12,"2020-04-01",12538
44,"RHODE ISLAND",13,"2020-04-01",12632
44,"RHODE ISLAND",14,"2020-04-01",12689
44,"RHODE ISLAND",15,"2020-04-01",12697
44,"RHODE ISLAND",16,"2020-04-01",12972
44,"RHODE ISLAND",17,"2020-04-01",13039
45,"SOUTH CAROLINA",5,"2020-04-01",60600
45,"SOUTH CAROLINA",6,"2020-04-01",59952
45,"SOUTH CAROLINA",7,"2020-04-01",60244
45,"SOUTH CAROLINA",8,"2020-04-01",60963
45,"SOUTH CAROLINA",9,"2020-04-01",61631
45,"SOUTH CAROLINA",10,"2020-04-01",64402
45,"SOUTH CAROLINA",11,"2020-04-01",67029
45,"SOUTH CAROLINA",12,"2020-04-01",68648
45,"SOUTH CAROLINA",13,"2020-04-01",68375
45,"SOUTH CAROLINA",14,"2020-04-01",65650
45,"SOUTH CAROLINA",15,"2020-04-01",64106
45,"SOUTH CAROLINA",16,"2020-04-01",64139
45,"SOUTH CAROLINA",17,"2020-04-01",62939
46,"SOUTH DAKOTA",5,"2020-04-01",12377
46,"SOUTH DAKOTA",6,"2020-04-01",12278
46,"SOUTH DAKOTA",7,"2020-04-01",12176
46,"SOUTH DAKOTA",8,"2020-04-01",12105
46,"SOUTH DAKOTA",9,"2020-04-01",12097
46,"SOUTH DAKOTA",10,"2020-04-01",12445
46,"SOUTH DAKOTA",11,"2020-04-01",12700
46,"SOUTH DAKOTA",12,"2020-04-01",13017
46,"SOUTH DAKOTA",13,"2020-04-01",12812
46,"SOUTH DAKOTA",14,"2020-04-01",12327
46,"SOUTH DAKOTA",15,"2020-04-01",12145
46,"SOUTH DAKOTA",16,"2020-04-01",12119
46,"SOUTH DAKOTA",17,"2020-04-01",11511
47,"TENNESSEE",5,"2020-04-01",84093
47,"TENNESSEE",6,"2020-04-01",83101
47,"TENNESSEE",7,"2020-04-01",83355
47,"TENNESSEE",8,"2020-04-01",83634
47,"TENNESSEE",9,"2020-04-01",83489
47,"TENNESSEE",10,"2020-04-01",86408
47,"TENNESSEE",11,"2020-04-01",89761
47,"TENNESSEE",12,"2020-04-01",93023
47,"TENNESSEE",13,"2020-04-01",91993
47,"TENNESSEE",14,"2020-04-01",89713
47,"TENNESSEE",15,"2020-04-01",88344
47,"TENNESSEE",16,"2020-04-01",89182
47,"TENNESSEE",17,"2020-04-01",87840
48,"TEXAS",5,"2020-04-01",418496
48,"TEXAS",6,"2020-04-01",414089
48,"TEXAS",7,"2020-04-01",410318
48,"TEXAS",8,"2020-04-01",409586
48,"TEXAS",9,"2020-04-01",416817
48,"TEXAS",10,"2020-04-01",428804
48,"TEXAS",11,"2020-04-01",437730
48,"TEXAS",12,"2020-04-01",447852
48,"TEXAS",13,"2020-04-01",442969
48,"TEXAS",14,"2020-04-01",432276
48,"TEXAS",15,"2020-04-01",428007
48,"TEXAS",16,"2020-04-01",428446
48,"TEXAS",17,"2020-04-01",422102
49,"UTAH",5,"2020-04-01",51804
49,"UTAH",6,"2020-04-01",51916
49,"UTAH",7,"2020-04-01",52253
49,"UTAH",8,"2020-04-01",51644
49,"UTAH",9,"2020-04-01",53046
49,"UTAH",10,"2020-04-01",55088
49,"UTAH",11,"2020-04-01",56432
49,"UTAH",12,"2020-04-01",57741
49,"UTAH",13,"2020-04-01",57347
49,"UTAH",14,"2020-04-01",55781
49,"UTAH",15,"2020-04-01",54947
49,"UTAH",16,"2020-04-01",55198
49,"UTAH",17,"2020-04-01",53835
50,"VERMONT",5,"2020-04-01",6309
50,"VERMONT",6,"2020-04-01",6427
50,"VERMONT",7,"2020-04-01",6372
50,"VERMONT",8,"2020-04-01",6528
50,"VERMONT",9,"2020-04-01",6536
50,"VERMONT",10,"2020-04-01",6726
50,"VERMONT",11,"2020-04-01",6917
50,"VERMONT",12,"2020-04-01",7232
50,"VERMONT",13,"2020-04-01",7335
50,"VERMONT",14,"2020-04-01",7191
50,"VERMONT",15,"2020-04-01",7155
50,"VERMONT",16,"2020-04-01",7440
50,"VERMONT",17,"2020-04-01",7441
51,"VIRGINIA",5,"2020-04-01",104323
51,"VIRGINIA",6,"2020-04-01",103196
51,"VIRGINIA",7,"2020-04-01",103512
51,"VIRGINIA",8,"2020-04-01",104451
51,"VIRGINIA",9,"2020-04-01",104843
51,"VIRGINIA",10,"2020-04-01",106682
51,"VIRGINIA",11,"2020-04-01",109072
51,"VIRGINIA",12,"2020-04-01",113021
51,"VIRGINIA",13,"2020-04-01",112299
51,"VIRGINIA",14,"2020-04-01",109878
51,"VIRGINIA",15,"2020-04-01",108693
51,"VIRGINIA",16,"2020-04-01",109785
51,"VIRGINIA",17,"2020-04-01",108026
53,"WASHINGTON",5,"2020-04-01",95204
53,"WASHINGTON",6,"2020-04-01",94217
53,"WASHINGTON",7,"2020-04-01",94501
53,"WASHINGTON",8,"2020-04-01",94203
53,"WASHINGTON",9,"2020-04-01",94802
53,"WASHINGTON",10,"2020-04-01",96953
53,"WASHINGTON",11,"2020-04-01",98806
53,"WASHINGTON",12,"2020-04-01",100519
53,"WASHINGTON",13,"2020-04-01",98597
53,"WASHINGTON",14,"2020-04-01",95287
53,"WASHINGTON",15,"2020-04-01",93770
53,"WASHINGTON",16,"2020-04-01",93952
53,"WASHINGTON",17,"2020-04-01",92461
54,"WEST VIRGINIA",5,"2020-04-01",19827
54,"WEST VIRGINIA",6,"2020-04-01",20076
54,"WEST VIRGINIA",7,"2020-04-01",20289
54,"WEST VIRGINIA",8,"2020-04-01",20168
54,"WEST VIRGINIA",9,"2020-04-01",20118
54,"WEST VIRGINIA",10,"2020-04-01",20616
54,"WEST VIRGINIA",11,"2020-04-01",21366
54,"WEST VIRGINIA",12,"2020-04-01",22002
54,"WEST VIRGINIA",13,"2020-04-01",21825
54,"WEST VIRGINIA",14,"2020-04-01",21363
54,"WEST VIRGINIA",15,"2020-04-01",21305
54,"WEST VIRGINIA",16,"2020-04-01",21681
54,"WEST VIRGINIA",17,"2020-04-01",21562
55,"WISCONSIN",5,"2020-04-01",69348
55,"WISCONSIN",6,"2020-04-01",68985
55,"WISCONSIN",7,"2020-04-01",69510
55,"WISCONSIN",8,"2020-04-01",69990
55,"WISCONSIN",9,"2020-04-01",70925
55,"WISCONSIN",10,"2020-04-01",74540
55,"WISCONSIN",11,"2020-04-01",76162
55,"WISCONSIN",12,"2020-04-01",78425
55,"WISCONSIN",13,"2020-04-01",78456
55,"WISCONSIN",14,"2020-04-01",76987
55,"WISCONSIN",15,"2020-04-01",76354
55,"WISCONSIN",16,"2020-04-01",77455
55,"WISCONSIN",17,"2020-04-01",76177
56,"WYOMING",5,"2020-04-01",7291
56,"WYOMING",6,"2020-04-01",7276
56,"WYOMING",7,"2020-04-01",7316
56,"WYOMING",8,"2020-04-01",7360
56,"WYOMING",9,"2020-04-01",7489
56,"WYOMING",10,"2020-04-01",7934
56,"WYOMING",11,"2020-04-01",8131
56,"WYOMING",12,"2020-04-01",8330
56,"WYOMING",13,"2020-04-01",8308
56,"WYOMING",14,"2020-04-01",7993
56,"WYOMING",15,"2020-04-01",7803
56,"WYOMING",16,"2020-04-01",7610
56,"WYOMING",17,"2020-04-01",7446
1,"ALABAMA",5,"2020-07-01",61641
1,"ALABAMA",6,"2020-07-01",61042
1,"ALABAMA",7,"2020-07-01",60374
1,"ALABAMA",8,"2020-07-01",60917
1,"ALABAMA",9,"2020-07-01",61632
1,"ALABAMA",10,"2020-07-01",63136
1,"ALABAMA",11,"2020-07-01",65206
1,"ALABAMA",12,"2020-07-01",67803
1,"ALABAMA",13,"2020-07-01",67250
1,"ALABAMA",14,"2020-07-01",65673
1,"ALABAMA",15,"2020-07-01",64794
1,"ALABAMA",16,"2020-07-01",65090
1,"ALABAMA",17,"2020-07-01",64574
2,"ALASKA",5,"2020-07-01",10347
2,"ALASKA",6,"2020-07-01",10321
2,"ALASKA",7,"2020-07-01",10279
2,"ALASKA",8,"2020-07-01",10316
2,"ALASKA",9,"2020-07-01",10341
2,"ALASKA",10,"2020-07-01",10287
2,"ALASKA",11,"2020-07-01",10303
2,"ALASKA",12,"2020-07-01",10427
2,"ALASKA",13,"2020-07-01",10172
2,"ALASKA",14,"2020-07-01",9796
2,"ALASKA",15,"2020-07-01",9757
2,"ALASKA",16,"2020-07-01",9640
2,"ALASKA",17,"2020-07-01",9534
4,"ARIZONA",5,"2020-07-01",88577
4,"ARIZONA",6,"2020-07-01",88889
4,"ARIZONA",7,"2020-07-01",88443
4,"ARIZONA",8,"2020-07-01",88339
4,"ARIZONA",9,"2020-07-01",89166
4,"ARIZONA",10,"2020-07-01",91463
4,"ARIZONA",11,"2020-07-01",94542
4,"ARIZONA",12,"2020-07-01",99198
4,"ARIZONA",13,"2020-07-01",99117
4,"ARIZONA",14,"2020-07-01",96904
4,"ARIZONA",15,"2020-07-01",95315
4,"ARIZONA",16,"2020-07-01",94845
4,"ARIZONA",17,"2020-07-01",92808
5,"ARKANSAS",5,"2020-07-01",38657
5,"ARKANSAS",6,"2020-07-01",38283
5,"ARKANSAS",7,"2020-07-01",38004
5,"ARKANSAS",8,"2020-07-01",38414
5,"ARKANSAS",9,"2020-07-01",38706
5,"ARKANSAS",10,"2020-07-01",39632
5,"ARKANSAS",11,"2020-07-01",40680
5,"ARKANSAS",12,"2020-07-01",42452
5,"ARKANSAS",13,"2020-07-01",42552
5,"ARKANSAS",14,"2020-07-01",41472
5,"ARKANSAS",15,"2020-07-01",40827
5,"ARKANSAS",16,"2020-07-01",40814
5,"ARKANSAS",17,"2020-07-01",40375
6,"CALIFORNIA",5,"2020-07-01",492719
6,"CALIFORNIA",6,"2020-07-01",491656
6,"CALIFORNIA",7,"2020-07-01",492431
6,"CALIFORNIA",8,"2020-07-01",493044
6,"CALIFORNIA",9,"2020-07-01",500550
6,"CALIFORNIA",10,"2020-07-01",505691
6,"CALIFORNIA",11,"2020-07-01",513483
6,"CALIFORNIA",12,"2020-07-01",536090
6,"CALIFORNIA",13,"2020-07-01",534547
6,"CALIFORNIA",14,"2020-07-01",524515
6,"CALIFORNIA",15,"2020-07-01",518357
6,"CALIFORNIA",16,"2020-07-01",518204
6,"CALIFORNIA",17,"2020-07-01",513732
8,"COLORADO",5,"2020-07-01",68285
8,"COLORADO",6,"2020-07-01",68191
8,"COLORADO",7,"2020-07-01",67885
8,"COLORADO",8,"2020-07-01",68578
8,"COLORADO",9,"2020-07-01",70129
8,"COLORADO",10,"2020-07-01",72289
8,"COLORADO",11,"2020-07-01",73715
8,"COLORADO",12,"2020-07-01",76113
8,"COLORADO",13,"2020-07-01",76162
8,"COLORADO",14,"2020-07-01",75097
8,"COLORADO",15,"2020-07-01",74515
8,"COLORADO",16,"2020-07-01",74934
8,"COLORADO",17,"2020-07-01",73868
9,"CONNECTICUT",5,"2020-07-01",38525
9,"CONNECTICUT",6,"2020-07-01",38677
9,"CONNECTICUT",7,"2020-07-01",38871
9,"CONNECTICUT",8,"2020-07-01",39431
9,"CONNECTICUT",9,"2020-07-01",40428
9,"CONNECTICUT",10,"2020-07-01",41655
9,"CONNECTICUT",11,"2020-07-01",43087
9,"CONNECTICUT",12,"2020-07-01",45161
9,"CONNECTICUT",13,"2020-07-01",45705
9,"CONNECTICUT",14,"2020-07-01",45871
9,"CONNECTICUT",15,"2020-07-01",46241
9,"CONNECTICUT",16,"2020-07-01",47017
9,"CONNECTICUT",17,"2020-07-01",47129
10,"DELAWARE",5,"2020-07-01",11327
10,"DELAWARE",6,"2020-07-01",11295
10,"DELAWARE",7,"2020-07-01",11276
10,"DELAWARE",8,"2020-07-01",11535
10,"DELAWARE",9,"2020-07-01",11684
10,"DELAWARE",10,"2020-07-01",11814
10,"DELAWARE",11,"2020-07-01",12028
10,"DELAWARE",12,"2020-07-01",12414
10,"DELAWARE",13,"2020-07-01",12330
10,"DELAWARE",14,"2020-07-01",12163
10,"DELAWARE",15,"2020-07-01",12105
10,"DELAWARE",16,"2020-07-01",12156
10,"DELAWARE",17,"2020-07-01",12095
11,"DISTRICT OF COLUMBIA",5,"2020-07-01",8167
11,"DISTRICT OF COLUMBIA",6,"2020-07-01",7713
11,"DISTRICT OF COLUMBIA",7,"2020-07-01",7620
11,"DISTRICT OF COLUMBIA",8,"2020-07-01",7467
11,"DISTRICT OF COLUMBIA",9,"2020-07-01",7094
11,"DISTRICT OF COLUMBIA",10,"2020-07-01",6646
11,"DISTRICT OF COLUMBIA",11,"2020-07-01",6337
11,"DISTRICT OF COLUMBIA",12,"2020-07-01",6231
11,"DISTRICT OF COLUMBIA",13,"2020-07-01",5964
11,"DISTRICT OF COLUMBIA",14,"2020-07-01",5523
11,"DISTRICT OF COLUMBIA",15,"2020-07-01",5214
11,"DISTRICT OF COLUMBIA",16,"2020-07-01",5108
11,"DISTRICT OF COLUMBIA",17,"2020-07-01",5122
12,"FLORIDA",5,"2020-07-01",234648
12,"FLORIDA",6,"2020-07-01",234201
12,"FLORIDA",7,"2020-07-01",232643
12,"FLORIDA",8,"2020-07-01",233835
12,"FLORIDA",9,"2020-07-01",236078
12,"FLORIDA",10,"2020-07-01",239878
12,"FLORIDA",11,"2020-07-01",245357
12,"FLORIDA",12,"2020-07-01",256366
12,"FLORIDA",13,"2020-07-01",257022
12,"FLORIDA",14,"2020-07-01",252959
12,"FLORIDA",15,"2020-07-01",249145
12,"FLORIDA",16,"2020-07-01",247959
12,"FLORIDA",17,"2020-07-01",243936
13,"GEORGIA",5,"2020-07-01",136683
13,"GEORGIA",6,"2020-07-01",136177
13,"GEORGIA",7,"2020-07-01",136117
13,"GEORGIA",8,"2020-07-01",138121
13,"GEORGIA",9,"2020-07-01",140118
13,"GEORGIA",10,"2020-07-01",143592
13,"GEORGIA",11,"2020-07-01",148075
13,"GEORGIA",12,"2020-07-01",155050
13,"GEORGIA",13,"2020-07-01",155366
13,"GEORGIA",14,"2020-07-01",152750
13,"GEORGIA",15,"2020-07-01",150337
13,"GEORGIA",16,"2020-07-01",150497
13,"GEORGIA",17,"2020-07-01",148694
15,"HAWAII",5,"2020-07-01",18006
15,"HAWAII",6,"2020-07-01",18108
15,"HAWAII",7,"2020-07-01",18335
15,"HAWAII",8,"2020-07-01",18031
15,"HAWAII",9,"2020-07-01",17846
15,"HAWAII",10,"2020-07-01",17230
15,"HAWAII",11,"2020-07-01",16936
15,"HAWAII",12,"2020-07-01",17339
15,"HAWAII",13,"2020-07-01",16828
15,"HAWAII",14,"2020-07-01",16304
15,"HAWAII",15,"2020-07-01",16182
15,"HAWAII",16,"2020-07-01",16268
15,"HAWAII",17,"2020-07-01",15969
16,"IDAHO",5,"2020-07-01",25196
16,"IDAHO",6,"2020-07-01",25061
16,"IDAHO",7,"2020-07-01",25136
16,"IDAHO",8,"2020-07-01",25171
16,"IDAHO",9,"2020-07-01",25694
16,"IDAHO",10,"2020-07-01",26654
16,"IDAHO",11,"2020-07-01",27446
16,"IDAHO",12,"2020-07-01",28590
16,"IDAHO",13,"2020-07-01",28613
16,"IDAHO",14,"2020-07-01",27987
16,"IDAHO",15,"2020-07-01",27686
16,"IDAHO",16,"2020-07-01",27599
16,"IDAHO",17,"2020-07-01",26834
17,"ILLINOIS",5,"2020-07-01",155519
17,"ILLINOIS",6,"2020-07-01",153720
17,"ILLINOIS",7,"2020-07-01",153231
17,"ILLINOIS",8,"2020-07-01",154441
17,"ILLINOIS",9,"2020-07-01",157027
17,"ILLINOIS",10,"2020-07-01",161291
17,"ILLINOIS",11,"2020-07-01",164907
17,"ILLINOIS",12,"2020-07-01",171476
17,"ILLINOIS",13,"2020-07-01",171988
17,"ILLINOIS",14,"2020-07-01",170115
17,"ILLINOIS",15,"2020-07-01",169678
17,"ILLINOIS",16,"2020-07-01",171995
17,"ILLINOIS",17,"2020-07-01",170734
18,"INDIANA",5,"2020-07-01",87248
18,"INDIANA",6,"2020-07-01",87080
18,"INDIANA",7,"2020-07-01",87040
18,"INDIANA",8,"2020-07-01",86988
18,"INDIANA",9,"2020-07-01",87401
18,"INDIANA",10,"2020-07-01",89519
18,"INDIANA",11,"2020-07-01",91721
18,"INDIANA",12,"2020-07-01",95195
18,"INDIANA",13,"2020-07-01",95084
18,"INDIANA",14,"2020-07-01",93548
18,"INDIANA",15,"2020-07-01",92662
18,"INDIANA",16,"2020-07-01",93625
18,"INDIANA",17,"2020-07-01",92747
19,"IOWA",5,"2020-07-01",40888
19,"IOWA",6,"2020-07-01",40781
19,"IOWA",7,"2020-07-01",40427
19,"IOWA",8,"2020-07-01",40019
19,"IOWA",9,"2020-07-01",40079
19,"IOWA",10,"2020-07-01",41765
19,"IOWA",11,"2020-07-01",43185
19,"IOWA",12,"2020-07-01",44738
19,"IOWA",13,"2020-07-01",44662
19,"IOWA",14,"2020-07-01",43680
19,"IOWA",15,"2020-07-01",42840
19,"IOWA",16,"2020-07-01",42894
19,"IOWA",17,"2020-07-01",42435
20,"KANSAS",5,"2020-07-01",38796
20,"KANSAS",6,"2020-07-01",39000
20,"KANSAS",7,"2020-07-01",39117
20,"KANSAS",8,"2020-07-01",39203
20,"KANSAS",9,"2020-07-01",39746
20,"KANSAS",10,"2020-07-01",40851
20,"KANSAS",11,"2020-07-01",41483
20,"KANSAS",12,"2020-07-01",42697
20,"KANSAS",13,"2020-07-01",42446
20,"KANSAS",14,"2020-07-01",41618
20,"KANSAS",15,"2020-07-01",40950
20,"KANSAS",16,"2020-07-01",41245
20,"KANSAS",17,"2020-07-01",40969
21,"KENTUCKY",5,"2020-07-01",56041
21,"KENTUCKY",6,"2020-07-01",56109
21,"KENTUCKY",7,"2020-07-01",55935
21,"KENTUCKY",8,"2020-07-01",55524
21,"KENTUCKY",9,"2020-07-01",55544
21,"KENTUCKY",10,"2020-07-01",56659
21,"KENTUCKY",11,"2020-07-01",58378
21,"KENTUCKY",12,"2020-07-01",60507
21,"KENTUCKY",13,"2020-07-01",60541
21,"KENTUCKY",14,"2020-07-01",59345
21,"KENTUCKY",15,"2020-07-01",58784
21,"KENTUCKY",16,"2020-07-01",59119
21,"KENTUCKY",17,"2020-07-01",58632
22,"LOUISIANA",5,"2020-07-01",61606
22,"LOUISIANA",6,"2020-07-01",61149
22,"LOUISIANA",7,"2020-07-01",59981
22,"LOUISIANA",8,"2020-07-01",59464
22,"LOUISIANA",9,"2020-07-01",59765
22,"LOUISIANA",10,"2020-07-01",60936
22,"LOUISIANA",11,"2020-07-01",62798
22,"LOUISIANA",12,"2020-07-01",65331
22,"LOUISIANA",13,"2020-07-01",64952
22,"LOUISIANA",14,"2020-07-01",62898
22,"LOUISIANA",15,"2020-07-01",61549
22,"LOUISIANA",16,"2020-07-01",61326
22,"LOUISIANA",17,"2020-07-01",60617
23,"MAINE",5,"2020-07-01",13477
23,"MAINE",6,"2020-07-01",13571
23,"MAINE",7,"2020-07-01",13583
23,"MAINE",8,"2020-07-01",13576
23,"MAINE",9,"2020-07-01",13726
23,"MAINE",10,"2020-07-01",14342
23,"MAINE",11,"2020-07-01",14767
23,"MAINE",12,"2020-07-01",15370
23,"MAINE",13,"2020-07-01",15485
23,"MAINE",14,"2020-07-01",15440
23,"MAINE",15,"2020-07-01",15460
23,"MAINE",16,"2020-07-01",15848
23,"MAINE",17,"2020-07-01",15859
24,"MARYLAND",5,"2020-07-01",75733
24,"MARYLAND",6,"2020-07-01",75095
24,"MARYLAND",7,"2020-07-01",74942
24,"MARYLAND",8,"2020-07-01",75629
24,"MARYLAND",9,"2020-07-01",76682
24,"MARYLAND",10,"2020-07-01",77894
24,"MARYLAND",11,"2020-07-01",78944
24,"MARYLAND",12,"2020-07-01",81932
24,"MARYLAND",13,"2020-07-01",81412
24,"MARYLAND",14,"2020-07-01",79611
24,"MARYLAND",15,"2020-07-01",78648
24,"MARYLAND",16,"2020-07-01",79012
24,"MARYLAND",17,"2020-07-01",78209
25,"MASSACHUSETTS",5,"2020-07-01",74134
25,"MASSACHUSETTS",6,"2020-07-01",74310
25,"MASSACHUSETTS",7,"2020-07-01",74636
25,"MASSACHUSETTS",8,"2020-07-01",75156
25,"MASSACHUSETTS",9,"2020-07-01",76171
25,"MASSACHUSETTS",10,"2020-07-01",77307
25,"MASSACHUSETTS",11,"2020-07-01",78785
25,"MASSACHUSETTS",12,"2020-07-01",81902
25,"MASSACHUSETTS",13,"2020-07-01",82205
25,"MASSACHUSETTS",14,"2020-07-01",81865
25,"MASSACHUSETTS",15,"2020-07-01",82581
25,"MASSACHUSETTS",16,"2020-07-01",84812
25,"MASSACHUSETTS",17,"2020-07-01",85766
26,"MICHIGAN",5,"2020-07-01",118212
26,"MICHIGAN",6,"2020-07-01",118303
26,"MICHIGAN",7,"2020-07-01",117590
26,"MICHIGAN",8,"2020-07-01",117806
26,"MICHIGAN",9,"2020-07-01",118927
26,"MICHIGAN",10,"2020-07-01",121902
26,"MICHIGAN",11,"2020-07-01",124584
26,"MICHIGAN",12,"2020-07-01",129171
26,"MICHIGAN",13,"2020-07-01",130012
26,"MICHIGAN",14,"2020-07-01",129020
26,"MICHIGAN",15,"2020-07-01",129089
26,"MICHIGAN",16,"2020-07-01",131418
26,"MICHIGAN",17,"2020-07-01",130875
27,"MINNESOTA",5,"2020-07-01",73626
27,"MINNESOTA",6,"2020-07-01",73679
27,"MINNESOTA",7,"2020-07-01",73190
27,"MINNESOTA",8,"2020-07-01",72823
27,"MINNESOTA",9,"2020-07-01",73072
27,"MINNESOTA",10,"2020-07-01",75003
27,"MINNESOTA",11,"2020-07-01",76548
27,"MINNESOTA",12,"2020-07-01",79142
27,"MINNESOTA",13,"2020-07-01",78807
27,"MINNESOTA",14,"2020-07-01",77386
27,"MINNESOTA",15,"2020-07-01",76617
27,"MINNESOTA",16,"2020-07-01",77179
27,"MINNESOTA",17,"2020-07-01",75562
28,"MISSISSIPPI",5,"2020-07-01",37205
28,"MISSISSIPPI",6,"2020-07-01",37126
28,"MISSISSIPPI",7,"2020-07-01",37043
28,"MISSISSIPPI",8,"2020-07-01",37557
28,"MISSISSIPPI",9,"2020-07-01",37973
28,"MISSISSIPPI",10,"2020-07-01",39270
28,"MISSISSIPPI",11,"2020-07-01",41353
28,"MISSISSIPPI",12,"2020-07-01",43613
28,"MISSISSIPPI",13,"2020-07-01",43969
28,"MISSISSIPPI",14,"2020-07-01",42356
28,"MISSISSIPPI",15,"2020-07-01",41210
28,"MISSISSIPPI",16,"2020-07-01",41140
28,"MISSISSIPPI",17,"2020-07-01",40366
29,"MISSOURI",5,"2020-07-01",75970
29,"MISSOURI",6,"2020-07-01",75951
29,"MISSOURI",7,"2020-07-01",75421
29,"MISSOURI",8,"2020-07-01",75578
29,"MISSOURI",9,"2020-07-01",76293
29,"MISSOURI",10,"2020-07-01",77820
29,"MISSOURI",11,"2020-07-01",79872
29,"MISSOURI",12,"2020-07-01",82969
29,"MISSOURI",13,"2020-07-01",82774
29,"MISSOURI",14,"2020-07-01",81594
29,"MISSOURI",15,"2020-07-01",80384
